	AMZ01	AMZ02	AMZ03	AMZ04	AMZ06	AMZ07	AMZ08	AMZ09	AMZ10	AMZ11	AMZ12	AMZ13	AMZ14	AMZ15	AMZ16	AMZ17	AMZ18	AMZ19	AMZ20
cg00114625	0.037179127	0.548205728	0.038477452	0.582781019	0.036105745	0.047733011	0.039214836	0.514917047	0.578557836	0.562067463	0.043805475	0.043877657	0.562076387	0.572381018	0.041204462	0.061464195	0.045199444	0.52570506	0.573856759
cg00114913	0.048772023	0.478108214	0.043535927	0.445744067	0.043895971	0.03964298	0.046799013	0.379549807	0.418706359	0.416584555	0.045788064	0.041165092	0.480258795	0.393901076	0.044610165	0.038595486	0.040411119	0.433918727	0.457273061
cg00116709	0.038218856	0.535822406	0.038549455	0.516360152	0.037776077	0.04230307	0.03650822	0.485677955	0.495066895	0.511780604	0.041340219	0.046063785	0.535054944	0.581005779	0.034583777	0.046724318	0.044541844	0.526776214	0.541215536
cg00122779	0.867983276	0.891750261	0.829929069	0.458972007	0.848150571	0.72979248	0.411791755	0.445412189	0.88693381	0.025781806	0.42798747	0.455409941	0.890628225	0.814864638	0.501118704	0.405774861	0.023204483	0.893596786	0.792978963
cg00123214	0.389758087	0.441811992	0.700611747	0.70618189	0.41954512	0.396500381	0.743221519	0.726257804	0.469791318	0.716181097	0.408106655	0.026459647	0.025760081	0.670394337	0.432564471	0.632204391	0.422412494	0.030142811	0.346059501
cg00124902	0.378495404	0.698306318	0.714502434	0.386408173	0.734052617	0.371511114	0.018097467	0.333542546	0.355122885	0.696707558	0.565798219	0.372506911	0.3737373	0.34888488	0.341504011	0.667101061	0.015894778	0.017789555	0.376551363
cg00139317	0.028424936	0.534788394	0.028936038	0.556571787	0.027658945	0.029001825	0.026415196	0.519846088	0.552691362	0.536645191	0.027557836	0.025632047	0.531077918	0.535245943	0.027985361	0.031199576	0.029770865	0.517195022	0.52864881
cg00145348	0.030209179	0.441673622	0.030715539	0.405884321	0.024780884	0.036231075	0.035321082	0.37989089	0.407656827	0.428149915	0.028243975	0.027354292	0.453590241	0.420170522	0.02179297	0.031824839	0.03248557	0.377574487	0.372669072
cg00150363	0.107333501	0.714101957	0.121604405	0.630872779	0.142204008	0.105768212	0.065838632	0.663713267	0.631058914	0.633649219	0.125689633	0.132452553	0.623913246	0.680459858	0.115845657	0.166429727	0.104706723	0.554055761	0.653559412
cg00151234	0.047179811	0.47231333	0.056111761	0.489040433	0.048585513	0.054759867	0.054185979	0.400203188	0.435462774	0.465995958	0.04138291	0.049783418	0.461920591	0.469428603	0.037936605	0.06195327	0.050139949	0.43953378	0.446968375
cg00151744	0.557381839	0.930197829	0.528149216	0.937621155	0.522454678	0.663780003	0.542429549	0.926586367	0.946082177	0.924932497	0.714076866	0.646549072	0.935361282	0.935558682	0.566254716	0.513493816	0.525381539	0.935339373	0.931447254
cg00157199	0.433594014	0.769742764	0.152745708	0.782984879	0.30602001	0.532456902	0.598445131	0.843559917	0.778535941	0.565009014	0.20233391	0.519229098	0.690649499	0.206171036	0.236815065	0.082500564	0.411269724	0.343533687	0.37262021
cg00161838	0.471723651	0.866354639	0.837838622	0.793555999	0.862304397	0.836069302	0.874190986	0.829407383	0.023173719	0.49116643	0.888671644	0.454210344	0.822004792	0.457753096	0.48855798	0.881623204	0.822349403	0.816314618	0.839931665
cg00167628	0.88440004	0.48951753	0.51062575	0.883865844	0.892402803	0.813234702	0.869541333	0.859637265	0.90165407	0.895287941	0.540370966	0.921838976	0.884117329	0.567129673	0.899979617	0.844870665	0.040785021	0.05828277	0.874345608
cg00179446	0.049775332	0.591833246	0.057648637	0.50261312	0.037921671	0.049634945	0.051579764	0.532164037	0.522793863	0.425262646	0.049732426	0.075615388	0.533973974	0.486718939	0.047489209	0.062432637	0.057961072	0.443164477	0.512802844
cg00185248	0.045920198	0.474814539	0.045256175	0.453604415	0.054191462	0.051989547	0.048834025	0.435665071	0.336555148	0.400460985	0.049426181	0.046739505	0.383895343	0.41159577	0.046687193	0.050895439	0.048145379	0.319712862	0.419762256
cg00187672	0.709046992	0.420464283	0.722850658	0.405256453	0.770228528	0.763610807	0.644812925	0.439857158	0.400408276	0.379920898	0.730023367	0.680341705	0.428883268	0.443695181	0.743860355	0.786216606	0.653811301	0.447710378	0.421991352
cg00191758	0.068450205	0.521314432	0.075993504	0.534476872	0.065902916	0.059829762	0.081544636	0.498615118	0.495135439	0.525170471	0.084274565	0.060255755	0.513136156	0.519109371	0.076407901	0.071313492	0.071902708	0.504182863	0.531440383
cg00192980	0.037932976	0.600638729	0.038884912	0.56635445	0.037515673	0.044602416	0.035945171	0.538420792	0.569253738	0.546260708	0.03317123	0.038276211	0.585938099	0.58186081	0.035276584	0.045812968	0.038243586	0.541060266	0.561191238
cg00200463	0.018962757	0.555533734	0.021039319	0.565917271	0.022930057	0.0254933	0.021095575	0.524922993	0.576892693	0.490947704	0.018261491	0.017083076	0.584855074	0.539018135	0.018658973	0.018873794	0.018513112	0.552602739	0.572784
cg00212031	0.019023979	0.536870249	0.014758286	0.501560807	0.01653873	0.04740182	0.196877427	0.524210331	0.521338133	0.470430624	0.038855415	0.012839051	0.48581995	0.453718572	0.014210657	0.011885854	0.011883377	0.488450204	0.483140809
cg00213748	0.820745405	0.464410362	0.774891022	0.505251771	0.810287452	0.703948052	0.810276827	0.470663732	0.509878438	0.501154472	0.80499207	0.749308331	0.47966056	0.498938758	0.802744473	0.769923345	0.820589991	0.489808784	0.477625047
cg00213853	0.029876616	0.404150384	0.030195066	0.43500706	0.03385499	0.036684075	0.025485103	0.396149037	0.378624279	0.437911326	0.02643786	0.031122351	0.45432374	0.489749743	0.030226221	0.025282499	0.032830951	0.42404904	0.485108714
cg00214611	0.048367504	0.500762489	0.046089362	0.524543972	0.045130044	0.046221448	0.04601887	0.495997971	0.501368142	0.510777479	0.049709864	0.05084992	0.512355884	0.507413331	0.052572959	0.054015451	0.054404746	0.481496569	0.514079169
cg00218628	0.372688702	0.401680353	0.357509413	0.40042892	0.392775279	0.67994035	0.380500611	0.658917879	0.688620457	0.019092884	0.329698213	0.360005706	0.020226275	0.021081442	0.387710981	0.735821368	0.018721866	0.37821039	0.642415353
cg00227584	0.066565827	0.448281081	0.063322654	0.439989869	0.060386275	0.071732846	0.069861303	0.41973192	0.435829791	0.455456925	0.049193169	0.048847075	0.473848042	0.445697964	0.058773157	0.065671376	0.046852692	0.426144217	0.462407518
cg00230370	0.037588247	0.517688857	0.046726452	0.491777738	0.033464475	0.036002201	0.048970881	0.466312416	0.46242401	0.498478597	0.032384143	0.052194008	0.491424333	0.470946209	0.037260639	0.028790858	0.031879524	0.500980056	0.512557326
cg00230685	0.027576457	0.469479173	0.024702683	0.422303371	0.02703766	0.033951068	0.028388228	0.402612075	0.460716289	0.412572152	0.031575744	0.025502863	0.456530404	0.494659159	0.026898576	0.027008874	0.025528337	0.426459347	0.487341519
cg00240113	0.018687135	0.475632855	0.027679603	0.485226398	0.021244128	0.017560242	0.064534544	0.478993095	0.46773041	0.475977435	0.025797441	0.021665652	0.509287688	0.478606445	0.023392423	0.022586387	0.017891517	0.469533459	0.429721597
cg00243527	0.459834124	0.043657358	0.462788302	0.462819395	0.868344872	0.839272625	0.044494852	0.82575282	0.457493083	0.047537128	0.466486333	0.446643743	0.436155601	0.84959442	0.468483219	0.44916177	0.467901833	0.047289898	0.041564194
cg00245012	0.049146529	0.463715571	0.051211484	0.491638556	0.050062903	0.050376048	0.044693627	0.429861011	0.475179322	0.455299442	0.036876758	0.04723359	0.559642884	0.413696845	0.038222685	0.036788495	0.042682166	0.439740239	0.419060991
cg00247094	0.045662042	0.047785586	0.526097335	0.042672159	0.497323303	0.546153414	0.945721101	0.917571381	0.930969504	0.510284111	0.905139717	0.935752666	0.910495975	0.038880973	0.501208441	0.932134151	0.524561435	0.54433403	0.538169472
cg00253811	0.043263869	0.487025664	0.061623958	0.412824945	0.040509148	0.046709484	0.044767659	0.451577458	0.44553717	0.432150446	0.039983459	0.064373381	0.425124168	0.497953849	0.040746069	0.062616112	0.050994962	0.369454018	0.425163354
cg00254095	0.060900534	0.827270465	0.567653435	0.431250611	0.064620079	0.053597284	0.791886483	0.846561626	0.796595772	0.494756241	0.495967759	0.781825424	0.811005484	0.841741637	0.46157199	0.519385769	0.476074364	0.437929671	0.071355814
cg00256329	0.26423766	0.892926386	0.89455059	0.898062501	0.853195363	0.305937408	0.344534071	0.2905015	0.903455345	0.299331444	0.899242094	0.914266481	0.909806515	0.295368561	0.298759168	0.905816236	0.291950455	0.923136691	0.286385961
cg00257789	0.043993797	0.899693599	0.58140539	0.508731424	0.036093419	0.033008031	0.028150899	0.855917437	0.519936611	0.523319267	0.03911752	0.546206135	0.896833185	0.899355787	0.611137621	0.031956007	0.614533862	0.545344218	0.881062624
cg00258480	0.057105539	0.511532477	0.078845776	0.471514673	0.061761545	0.108864374	0.063578629	0.375245811	0.467956474	0.3922467	0.061412289	0.085132692	0.433595984	0.494216358	0.056501406	0.087062683	0.073973135	0.408029541	0.454792616
cg00265812	0.044164447	0.605960813	0.036255615	0.536673967	0.041153597	0.040109087	0.038878046	0.552406684	0.539923588	0.530752706	0.036846726	0.042573793	0.537651863	0.597075169	0.035074588	0.057829191	0.03749159	0.518898774	0.551403915
cg00271873	0.789487498	0.317980956	0.811638402	0.297774942	0.792047592	0.753687071	0.830818133	0.29599258	0.294746221	0.302035949	0.731558794	0.734623803	0.309018722	0.288492448	0.816017201	0.788600827	0.732376275	0.291002929	0.280791168
cg00276426	0.099189506	0.548777684	0.135171229	0.636256885	0.161418358	0.115548875	0.19284269	0.532554332	0.632883545	0.463704824	0.155680623	0.138537409	0.599494354	0.516930191	0.129538038	0.134406302	0.119316206	0.554493517	0.607502135
cg00279662	0.873364579	0.592961847	0.576601824	0.730380034	0.098907863	0.067180089	0.901230668	0.086143195	0.893055135	0.647469816	0.092844152	0.883457613	0.123044688	0.609891654	0.878105671	0.604012464	0.880556674	0.108385928	0.656561633
cg00293269	0.930490698	0.925944899	0.498041458	0.028931969	0.475577042	0.02985945	0.886528522	0.463922374	0.512556248	0.900334292	0.505998503	0.91552489	0.934836103	0.901614019	0.502451741	0.862844246	0.529754945	0.542805118	0.913888196
cg00293330	0.796416639	0.278615745	0.310764534	0.777742815	0.883561507	0.304556796	0.765418124	0.842067422	0.780975333	0.902757439	0.331450466	0.726161643	0.312370546	0.777646288	0.853634832	0.280404391	0.785042116	0.814318321	0.893412616
cg00308367	0.887477014	0.289548337	0.897382709	0.309484545	0.90033852	0.908212662	0.890765022	0.284784638	0.342108138	0.292886759	0.890312978	0.857108822	0.314339705	0.296029622	0.890748386	0.888767777	0.905716358	0.287396625	0.274539681
cg00321709	0.378770131	0.114511665	0.374776613	0.206896162	0.094355953	0.440575318	0.613767148	0.499188516	0.402626588	0.185301383	0.464144508	0.354733813	0.325432478	0.221577234	0.364712819	0.05858677	0.419520179	0.470833766	0.468042475
cg00322820	0.764257725	0.037850802	0.79105581	0.769461242	0.791664219	0.471212203	0.487382255	0.751417217	0.77491568	0.475710272	0.688227471	0.779189274	0.745046459	0.746519947	0.749468097	0.780643481	0.808415776	0.77288954	0.465552419
cg00324979	0.753235132	0.847762659	0.743679536	0.788495897	0.812196997	0.332299887	0.769692231	0.587703634	0.747209596	0.844212768	0.828243784	0.241818566	0.787980181	0.813615174	0.714130197	0.830545808	0.277728649	0.729005358	0.816091923
cg00325531	0.058333105	0.466676299	0.128554838	0.101168583	0.058050932	0.297784311	0.117428509	0.085992228	0.646312089	0.580253589	0.037625533	0.043519543	0.264078867	0.163329499	0.131281821	0.057681866	0.124762017	0.267134581	0.121021298
cg00328582	0.040041261	0.427935654	0.036529319	0.453631469	0.034805884	0.041628196	0.033375766	0.390726135	0.45068011	0.38404204	0.039281887	0.03730943	0.442907417	0.338309161	0.033594828	0.053632561	0.038594146	0.355652281	0.323069378
cg00333335	0.431761208	0.819360837	0.041137302	0.494599874	0.339806141	0.607460168	0.853243057	0.666345686	0.869201451	0.499652363	0.290935651	0.465914965	0.435317719	0.345279025	0.467245025	0.533163091	0.752762876	0.438773049	0.042134222
cg00337921	0.060005045	0.60370547	0.06100185	0.634473211	0.062391861	0.069551819	0.072896648	0.581474643	0.566586008	0.571773657	0.063178177	0.070265654	0.641844053	0.710599323	0.066957072	0.102708427	0.076959568	0.664288418	0.663916928
cg00343163	0.895520688	0.416713492	0.882233023	0.447427089	0.8829924	0.915550568	0.906335366	0.411949232	0.420484628	0.419824677	0.886318705	0.903700264	0.42213974	0.43592448	0.887081029	0.880336632	0.896175355	0.406149836	0.477803268
cg00345083	0.52459937	0.034118732	0.909528401	0.514808951	0.469914226	0.497949545	0.03014845	0.029366598	0.034683705	0.885047602	0.532555221	0.90253978	0.512958071	0.484009919	0.465735489	0.485297687	0.506559384	0.49627861	0.031989701
cg00366603	0.914386068	0.90065978	0.490853974	0.515636823	0.893444703	0.919161003	0.508135252	0.489060074	0.920255292	0.512735271	0.521614212	0.916086665	0.916593457	0.917681366	0.502234857	0.501515091	0.028377708	0.907940069	0.913132532
cg00373606	0.028868344	0.43123691	0.035010003	0.496690248	0.031556345	0.031652071	0.027222503	0.455258683	0.46128078	0.463064387	0.025107653	0.031407398	0.477914706	0.443661618	0.033126906	0.035806181	0.032105311	0.448624241	0.470815122
cg00380985	0.079674118	0.550965474	0.050207149	0.566036472	0.049002788	0.036510149	0.137650588	0.522523002	0.562829355	0.543300112	0.068585267	0.057200799	0.538146397	0.503801468	0.064397531	0.034823072	0.089083954	0.532752423	0.516570214
cg00391044	0.065882076	0.425834485	0.072084343	0.424226705	0.060125668	0.066868259	0.069607788	0.382578914	0.454801312	0.423067599	0.049594358	0.053248896	0.418648554	0.374774241	0.045293583	0.048343745	0.067832946	0.451871179	0.379055172
cg00399450	0.027938866	0.563115446	0.025658183	0.542332184	0.024578113	0.026444572	0.024562282	0.522713851	0.54940351	0.563818451	0.028213949	0.027813544	0.540121294	0.535824867	0.0259502	0.031262446	0.025298778	0.533875661	0.52016477
cg00409000	0.063291741	0.495486592	0.077059164	0.502385503	0.071288451	0.052736468	0.060405725	0.524626348	0.518602541	0.592723751	0.067192727	0.061296139	0.524201575	0.504607775	0.070409548	0.111808736	0.062829785	0.524208501	0.408712236
cg00409995	0.843361746	0.438468153	0.46895143	0.456955928	0.841045902	0.824403987	0.852248294	0.47247228	0.46966205	0.484110789	0.487897807	0.465809299	0.037037123	0.831927378	0.489190179	0.884864673	0.847655761	0.031028321	0.467730427
cg00413734	0.480023912	0.46318576	0.865689135	0.469437419	0.465915481	0.481520175	0.906395582	0.480604	0.906049547	0.494946738	0.883848545	0.894317563	0.906814888	0.892100144	0.914155798	0.023578555	0.026031762	0.907287582	0.025767044
cg00421199	0.520621465	0.9040261	0.894856735	0.494912665	0.893424915	0.479940752	0.033741328	0.512525822	0.543796382	0.864445921	0.896010272	0.920649004	0.512402214	0.884519427	0.520054251	0.842319696	0.920745551	0.51087438	0.513610969
cg00424152	0.826225316	0.456676543	0.818809524	0.889197589	0.850291142	0.464561673	0.845718185	0.460375575	0.859783169	0.502664466	0.840211525	0.458624116	0.825873173	0.798217995	0.455559005	0.800409764	0.853518786	0.458167324	0.829335167
cg00426668	0.899365601	0.486908421	0.88351956	0.480299722	0.880900084	0.815807663	0.879129064	0.541862705	0.527291025	0.453728493	0.812167575	0.868729734	0.484858482	0.419143032	0.887635346	0.828766488	0.860496135	0.521495711	0.447627248
cg00428012	0.072019627	0.44568175	0.069865378	0.440188498	0.065185591	0.072900299	0.070011769	0.432417492	0.449564828	0.452380156	0.064284558	0.064418989	0.476709206	0.486500093	0.06535834	0.058688858	0.071622435	0.41939749	0.46913224
cg00433220	0.057090207	0.596672701	0.060350762	0.485481756	0.056876575	0.067382413	0.044070352	0.463525322	0.435693425	0.476697224	0.072522626	0.0877685	0.502199578	0.62868042	0.062302064	0.12450013	0.057624542	0.488693888	0.498490473
cg00436712	0.675981217	0.435000042	0.689274173	0.377854016	0.727050297	0.714817739	0.754146046	0.423282822	0.407672399	0.501573527	0.710708768	0.646558275	0.403998152	0.402891246	0.681764597	0.77383164	0.649082687	0.418685618	0.339144044
cg00438499	0.023824146	0.456219327	0.027066143	0.439828217	0.029092967	0.028421212	0.034182095	0.375141474	0.388702226	0.424699745	0.027437243	0.026274913	0.46136383	0.416312792	0.02998045	0.027881029	0.027976504	0.387235665	0.393867718
cg00439656	0.857262273	0.903272048	0.455686348	0.486164954	0.882724561	0.875617675	0.024009638	0.480702453	0.031345944	0.903430162	0.480183981	0.88322574	0.024365724	0.022324035	0.828421934	0.902264669	0.891437304	0.893319205	0.913854313
cg00443543	0.482172364	0.828404866	0.819347305	0.793354993	0.80866178	0.820078296	0.813882839	0.463377769	0.780197625	0.825053107	0.779703257	0.461100932	0.455332668	0.830963043	0.787600529	0.796377324	0.482556268	0.467040361	0.817231606
cg00446855	0.204712887	0.641556368	0.205948176	0.566705879	0.188675328	0.141177394	0.182180091	0.451657501	0.525735837	0.480352156	0.237102543	0.270534465	0.545457408	0.582773672	0.170010443	0.207792124	0.221271125	0.488124586	0.470491557
cg00456343	0.740438556	0.770604363	0.803582375	0.784625985	0.761776058	0.774040363	0.818806408	0.115046392	0.812187906	0.810766608	0.787127013	0.147209108	0.735135627	0.804731672	0.807539332	0.178084915	0.864384236	0.160434068	0.171974113
cg00458505	0.032658978	0.460209575	0.033253913	0.467579423	0.030281716	0.03838229	0.032036511	0.419151862	0.467944739	0.415595445	0.029405461	0.032324547	0.471558213	0.37335061	0.02830945	0.040727891	0.034777961	0.372918713	0.414852567
cg00466309	0.018669506	0.529430173	0.018549521	0.54781045	0.015979932	0.01964582	0.015873567	0.549092223	0.517119252	0.565887215	0.017026679	0.015115564	0.585248536	0.588184539	0.01377203	0.015341552	0.012591331	0.575761588	0.555137812
cg00474373	0.89740354	0.484451437	0.494099552	0.918523705	0.894528687	0.476453599	0.479577966	0.026365784	0.503785399	0.48849462	0.020791585	0.885012066	0.513111398	0.873535997	0.905066898	0.022939112	0.473201202	0.894616821	0.9064008
cg00478198	0.10214681	0.52937707	0.11329878	0.541032414	0.127459104	0.126040523	0.07503408	0.48835265	0.502777859	0.498515947	0.082361083	0.084077247	0.545079343	0.52562158	0.098979452	0.123612844	0.097086972	0.499133617	0.551327348
cg00488012	0.922577972	0.914534108	0.288122241	0.903784725	0.891972505	0.926773288	0.931669771	0.291614661	0.318445916	0.884186881	0.886383571	0.899147669	0.898686867	0.92146904	0.898165499	0.872170308	0.291724252	0.869577725	0.867893533
cg00489183	0.844313103	0.471690529	0.826063979	0.820801216	0.470591018	0.730367445	0.772728581	0.777625285	0.846377295	0.850731496	0.888905495	0.848460194	0.872188284	0.812455441	0.849965494	0.83170627	0.852222335	0.032824772	0.875239938
cg00504583	0.269676993	0.518011917	0.254237078	0.567413407	0.18845159	0.131669718	0.285206885	0.459292847	0.565145763	0.570555122	0.250106514	0.223834555	0.560354031	0.450706499	0.206209701	0.121081241	0.332481221	0.5355575	0.56692547
cg00532122	0.253583423	0.057666612	0.466407677	0.052459473	0.056255755	0.052793429	0.03663873	0.763592982	0.28982363	0.504322455	0.064847786	0.071157404	0.050694311	0.517835398	0.258089924	0.620720599	0.053900615	0.339905146	0.411076823
cg00540941	0.416153902	0.027720417	0.416849493	0.743340766	0.767699017	0.711092323	0.422200926	0.704554275	0.798913461	0.452837369	0.719840544	0.422594193	0.846121858	0.747200633	0.478571895	0.698790681	0.499003805	0.786302879	0.72809085
cg00543493	0.665373889	0.323561759	0.67425206	0.3175066	0.694726784	0.699716467	0.67252385	0.268853003	0.327228682	0.297788677	0.709266994	0.691332627	0.322017963	0.268523234	0.706572114	0.690519469	0.704391079	0.303714791	0.299622029
cg00545199	0.901553721	0.895179975	0.905082029	0.894080846	0.649120209	0.865104257	0.929321879	0.69725747	0.670930022	0.922684556	0.62986	0.595813638	0.142060547	0.894628792	0.900931794	0.89875223	0.901660531	0.650297657	0.633797624
cg00546757	0.050273415	0.547667069	0.89383632	0.897237519	0.878412224	0.907785802	0.528337796	0.617906172	0.577687856	0.56017807	0.878353612	0.890422227	0.886959172	0.549133142	0.88607731	0.047274308	0.618962064	0.57415046	0.8938909
cg00553601	0.536432139	0.243410329	0.76020714	0.442550102	0.647602238	0.865414429	0.63868736	0.778812477	0.225933526	0.783940402	0.720128024	0.597921403	0.266053875	0.775292517	0.056383131	0.680291918	0.558619805	0.617949584	0.61211526
cg00575851	0.035987597	0.428655481	0.032023545	0.438705102	0.031997491	0.040507682	0.030775337	0.434448731	0.422691403	0.37729899	0.035742221	0.040407218	0.43751763	0.401329274	0.031682788	0.047071657	0.035319957	0.389722436	0.400068064
cg00576139	0.776661285	0.361237053	0.776144242	0.344218057	0.827055848	0.866379692	0.852269811	0.313676486	0.345361602	0.371677044	0.833964298	0.781460187	0.3370112	0.302545127	0.789541166	0.886461351	0.846247888	0.311097239	0.336708371
cg00581583	0.03683609	0.441770065	0.035453722	0.392789762	0.028665337	0.032164259	0.025661268	0.376258536	0.399895866	0.431469389	0.043732878	0.027825091	0.435218077	0.449342801	0.034036033	0.022065922	0.032714129	0.408716773	0.430340131
cg00583618	0.019932679	0.556537746	0.019411772	0.538684254	0.019291117	0.020262042	0.018166518	0.513432185	0.498434056	0.525526055	0.020458204	0.027616693	0.551155683	0.546106246	0.016405803	0.019345692	0.017699246	0.516846509	0.513856806
cg00598125	0.403890312	0.058965626	0.442308629	0.354326625	0.063697261	0.327217561	0.043139278	0.442214589	0.045945684	0.578576752	0.302448727	0.212367042	0.619989503	0.060538409	0.692133247	0.351361512	0.692227344	0.318942943	0.162047407
cg00599377	0.876707866	0.334223145	0.893305416	0.319117749	0.895544867	0.868518601	0.887899031	0.296775906	0.319793624	0.293322654	0.88518931	0.884648378	0.309939647	0.279201997	0.874612963	0.849898026	0.876051306	0.277063486	0.275880722
cg00602930	0.926571123	0.051319817	0.515204868	0.922341793	0.533966585	0.534949539	0.043471071	0.931733012	0.930222092	0.938112862	0.550493663	0.933616656	0.921839435	0.566148163	0.544653868	0.928099881	0.048091344	0.940202288	0.902523029
cg00603890	0.063884462	0.586162763	0.070323724	0.501330369	0.062464639	0.050341425	0.047847483	0.50580064	0.476417011	0.53375746	0.060351725	0.068489463	0.488057637	0.588071065	0.075972442	0.063044155	0.062795317	0.456708178	0.529252999
