	AMZ01	AMZ02	AMZ03	AMZ04	AMZ06	AMZ07	AMZ08	AMZ09	AMZ10	AMZ11	AMZ12	AMZ13	AMZ14	AMZ15	AMZ16	AMZ17	AMZ18	AMZ19	AMZ20
cg00069771	0.893053809	0.054392015	0.911183821	0.025973744	0.909131198	0.90783533	0.906732648	0.892271506	0.614194139	0.618726009	0.859156969	0.913856453	0.91394341	0.915704401	0.072667969	0.893169595	0.908858591	0.873514691	0.84697889
cg00076400	0.0216124	0.397009705	0.016845875	0.401787699	0.020229013	0.016816609	0.024115716	0.364079053	0.364457832	0.380586365	0.013753078	0.021383915	0.443003633	0.416213967	0.014487522	0.018236089	0.019804066	0.389234388	0.374523743
cg00079479	0.030238202	0.346676434	0.026479618	0.390627746	0.019674346	0.021916018	0.021670296	0.270442754	0.309752092	0.325838765	0.021282356	0.021475743	0.360623478	0.386401607	0.021712047	0.018971148	0.017932927	0.314860889	0.254592404
cg00106757	0.437075161	0.861781805	0.730313691	0.427245731	0.485406751	0.891163718	0.928046139	0.714474348	0.487325186	0.87536155	0.472661362	0.795578998	0.87166866	0.371618497	0.855662094	0.852245482	0.908885183	0.873677249	0.76802767
cg00112256	0.038291414	0.527364491	0.035382287	0.517952851	0.031617305	0.03002433	0.03458401	0.534089144	0.471599021	0.566823085	0.026977789	0.030631617	0.532195674	0.421326895	0.030199562	0.034508281	0.032061741	0.521174808	0.499563485
cg00113623	0.07609981	0.497481806	0.050819333	0.5024615	0.065197334	0.053264357	0.059373545	0.498559402	0.511106671	0.550303075	0.047614895	0.058218028	0.561424012	0.598821288	0.04793757	0.095282232	0.063402553	0.546434597	0.526236427
cg00114625	0.055002256	0.488914477	0.048044271	0.48444144	0.037019271	0.051152857	0.041347703	0.488239848	0.464859445	0.525254819	0.04074695	0.03669655	0.493053753	0.329514899	0.039384783	0.042958514	0.040425363	0.471711619	0.472991965
cg00114913	0.133711647	0.430469982	0.072172611	0.444812075	0.062888108	0.074017997	0.044155928	0.333276251	0.429486414	0.389822347	0.061745276	0.064574521	0.420868304	0.349383221	0.048493017	0.056438966	0.077140907	0.407497552	0.363565978
cg00116709	0.036395874	0.478056035	0.039589538	0.535544141	0.035015805	0.043321656	0.039137289	0.490858719	0.473474624	0.498193788	0.029605259	0.033618564	0.518940158	0.475738327	0.032197942	0.03471742	0.032086535	0.496608022	0.500706668
cg00122779	0.704776787	0.900693082	0.876375216	0.515817875	0.91042257	0.89069216	0.46044737	0.496383736	0.881521305	0.028815502	0.508051406	0.482085935	0.925850558	0.714372557	0.510793149	0.463021467	0.024694489	0.9003991	0.900765692
cg00123214	0.475624382	0.444792191	0.750501817	0.730125374	0.412723773	0.424544965	0.862799842	0.695704752	0.41016235	0.67479823	0.462369287	0.030047895	0.034755883	0.863728997	0.468567033	0.692578459	0.390423681	0.033374782	0.421391524
cg00124902	0.363298752	0.582037467	0.633436755	0.340507623	0.666198184	0.350126654	0.020607951	0.343474652	0.322555567	0.606022834	0.628130907	0.350123332	0.345651927	0.390987121	0.326644396	0.635598432	0.019489626	0.019773571	0.32118056
cg00139317	0.032399092	0.501549365	0.025500812	0.526230561	0.024024373	0.031062161	0.028824482	0.485344782	0.497872774	0.524582822	0.023882263	0.028170222	0.499033747	0.461341491	0.022965137	0.029981944	0.024120783	0.486339368	0.518438775
cg00145348	0.023168724	0.371224753	0.02734553	0.363703656	0.029216389	0.026192048	0.025962573	0.348594385	0.329739363	0.308691993	0.031474742	0.023535063	0.344388749	0.449957887	0.022816013	0.025855107	0.027807463	0.377834182	0.354673156
cg00150363	0.543584094	0.731518032	0.47026453	0.714611626	0.380762852	0.48912992	0.128475626	0.661510722	0.627608062	0.718028058	0.557319603	0.505633427	0.724418066	0.479142522	0.637604236	0.335309725	0.329983978	0.710763716	0.726227353
cg00151234	0.066887794	0.407097637	0.048733056	0.394450737	0.050243028	0.044838845	0.042087844	0.349144709	0.344878955	0.390760017	0.054194797	0.0442005	0.397931643	0.541165623	0.054381739	0.03820872	0.05283069	0.374413316	0.392337666
cg00151744	0.507051409	0.92535507	0.509601119	0.928229141	0.506143878	0.643056554	0.536128711	0.924354163	0.913959181	0.935724835	0.689839672	0.655473616	0.934642904	0.936214452	0.555911515	0.533831998	0.503356549	0.933424606	0.937465307
cg00157199	0.374275694	0.375541528	0.150347381	0.698399035	0.226929856	0.315487801	0.125270207	0.825248087	0.61458075	0.65285116	0.112937544	0.419089331	0.532991769	0.10638281	0.165435933	0.151761569	0.265622862	0.268634208	0.305525898
cg00161838	0.475129167	0.76835538	0.522301939	0.693567905	0.749546421	0.82437835	0.937964461	0.501466076	0.025749578	0.412877148	0.68969558	0.392390266	0.682250777	0.422033491	0.467054584	0.650864488	0.708280289	0.743807404	0.594448102
cg00167628	0.882762381	0.511237518	0.519548961	0.933961882	0.896991315	0.883377572	0.894321048	0.881286413	0.912132582	0.927941239	0.528021101	0.90412183	0.931342226	0.499909959	0.923266114	0.921239272	0.039521527	0.038472128	0.899477633
cg00179446	0.036328097	0.426227015	0.053248544	0.467865145	0.038311667	0.050341339	0.050323385	0.420653765	0.421809814	0.42098289	0.040052786	0.044796714	0.484890502	0.179919398	0.038246273	0.035757764	0.045924041	0.470896271	0.390833225
cg00185248	0.042196713	0.364489153	0.040715192	0.399196555	0.039254265	0.0405446	0.040797092	0.34227985	0.340231053	0.376764469	0.050846655	0.048746977	0.376866821	0.305231766	0.037873695	0.042494095	0.043251636	0.381808129	0.318468069
cg00187672	0.737660425	0.406970032	0.775700044	0.460921841	0.82524751	0.792603922	0.882155452	0.327357314	0.463211872	0.419978811	0.687574824	0.808862885	0.402552876	0.142178638	0.637665281	0.762517331	0.799958482	0.430532937	0.462099586
cg00191758	0.084644998	0.456690135	0.078148186	0.471937807	0.066679907	0.062770999	0.086954672	0.468664892	0.455863799	0.495077398	0.090827527	0.091723004	0.479868834	0.406277633	0.087378361	0.0981136	0.088306932	0.502324586	0.491575127
cg00192980	0.037062055	0.453263499	0.035912971	0.48108986	0.033702975	0.040943117	0.038361529	0.470198251	0.480135443	0.506947073	0.026381282	0.033566691	0.536121821	0.377011914	0.030714605	0.034174947	0.032018961	0.513215692	0.513037143
cg00200463	0.04822593	0.530805607	0.023417629	0.497559496	0.024331686	0.022066801	0.0263059	0.507674862	0.504125136	0.489875064	0.019068708	0.023444745	0.561300373	0.53952473	0.020273872	0.017336033	0.020740987	0.484093525	0.504496293
cg00212031	0.015697315	0.474302441	0.015621194	0.498552577	0.016627764	0.013002307	0.795180432	0.561302458	0.464610981	0.495069209	0.013839107	0.013906511	0.509942737	0.482681051	0.014265004	0.014993915	0.050848305	0.491171731	0.421711191
cg00213748	0.747762256	0.516156676	0.754777991	0.488905276	0.81251748	0.732955636	0.83989261	0.509557562	0.497497807	0.490021104	0.836198062	0.76476929	0.478213198	0.481272425	0.792991901	0.801270659	0.832633506	0.482834881	0.469646515
cg00213853	0.032333212	0.37255911	0.033508053	0.401981616	0.028808963	0.024211703	0.033992864	0.376734944	0.376533415	0.386579144	0.028523519	0.02934544	0.437394758	0.438418657	0.026550732	0.02234751	0.025056026	0.446913178	0.420696617
cg00214611	0.049616219	0.479951438	0.044349342	0.513185483	0.044048724	0.04569155	0.0477217	0.503371873	0.514489531	0.51767141	0.037610097	0.042742666	0.527415695	0.495086205	0.041207836	0.043073156	0.037295576	0.509889465	0.532070222
cg00218628	0.402090564	0.402445236	0.422329882	0.457685792	0.401028703	0.769784137	0.317592255	0.695536964	0.721990527	0.023535002	0.390586326	0.396505267	0.029179388	0.019466931	0.395265854	0.699066934	0.028465048	0.402309414	0.750801819
cg00227584	0.079842755	0.375966716	0.080264644	0.399883903	0.080339855	0.0701032	0.065036815	0.417602591	0.360680664	0.45004899	0.075733388	0.056667329	0.446462947	0.504157199	0.072571427	0.067932057	0.074538873	0.452551162	0.39797732
cg00230370	0.026472966	0.415519815	0.040061414	0.447604211	0.026189308	0.03966291	0.039017698	0.458488696	0.449333215	0.453812567	0.017494924	0.029855297	0.458925632	0.421571124	0.026248673	0.030178845	0.020340335	0.42660268	0.426116695
cg00230685	0.023404259	0.390489443	0.028792855	0.390911164	0.034291986	0.031819544	0.029143926	0.349711451	0.387340747	0.464138915	0.020979052	0.028676903	0.434167104	0.389773364	0.028283022	0.024823883	0.025710724	0.34960535	0.402543672
cg00240113	0.059577257	0.461088887	0.017126726	0.492785606	0.027845636	0.024249974	0.054165372	0.451251617	0.452773195	0.446999342	0.02021156	0.030200679	0.471685733	0.490620852	0.025112058	0.018928928	0.022051864	0.432226708	0.426664321
cg00243527	0.438057984	0.044483008	0.501825024	0.489897273	0.894751022	0.899326249	0.04575531	0.87699522	0.502626044	0.045137112	0.517539892	0.481129376	0.476857326	0.87843501	0.491754051	0.485627204	0.517439869	0.040971468	0.041470915
cg00245012	0.069939688	0.402092746	0.059537329	0.379144423	0.040323503	0.036003029	0.045422878	0.333159465	0.387054791	0.353789878	0.052137594	0.040659925	0.430021096	0.147457329	0.036558857	0.035184882	0.04673642	0.38526989	0.286284585
cg00247094	0.041866215	0.052351895	0.416518409	0.038528611	0.385885275	0.368018087	0.905422439	0.636762748	0.62457039	0.408501625	0.690347803	0.689167321	0.644225646	0.041330684	0.484395385	0.661666361	0.412246171	0.413053417	0.356453717
cg00253811	0.069318571	0.323479715	0.040739466	0.352882384	0.03668409	0.035367869	0.050767368	0.373130464	0.390273391	0.414608972	0.033534287	0.044568759	0.38471209	0.200307496	0.048005268	0.030609301	0.042534659	0.358016316	0.345947156
cg00254095	0.035778359	0.887817128	0.589665776	0.564330168	0.049358147	0.055270708	0.164562292	0.890129721	0.896677983	0.536336581	0.558780751	0.895960655	0.891237963	0.907920892	0.536198785	0.523199463	0.523812818	0.524656907	0.051782314
cg00256329	0.312768197	0.89724035	0.912514987	0.908196875	0.871987928	0.311048571	0.316881119	0.308230262	0.906298552	0.33518181	0.922860652	0.925256235	0.931270852	0.328218899	0.338359895	0.923053931	0.341826634	0.917429727	0.338507759
cg00257789	0.037322967	0.653393622	0.468945048	0.408396316	0.028887576	0.032406505	0.038128804	0.659959041	0.385830199	0.454532435	0.04051726	0.440552322	0.694818961	0.842048591	0.549852846	0.031053039	0.46396672	0.436367775	0.782461958
cg00258480	0.072127038	0.376194446	0.04935825	0.421702933	0.056986688	0.061183954	0.053614593	0.433103212	0.47316148	0.402134524	0.086831659	0.048624984	0.411392187	0.55109476	0.080974177	0.052073273	0.06511813	0.401032398	0.387274115
cg00265812	0.038261385	0.493607304	0.037246596	0.494962572	0.030774009	0.036501652	0.037598051	0.48000512	0.501997266	0.523466727	0.026241498	0.030600849	0.506527885	0.431817907	0.03026052	0.034323647	0.030455511	0.500833701	0.494183709
cg00271873	0.779402025	0.312915624	0.756423921	0.313337784	0.802311551	0.734067205	0.894833885	0.299611867	0.338280576	0.307782723	0.82606217	0.859512147	0.349668234	0.311607321	0.915928413	0.820010486	0.765844069	0.313622044	0.332571221
cg00276426	0.159960507	0.344598869	0.135267928	0.37453028	0.131809891	0.135984033	0.130539321	0.355436771	0.451770633	0.482973087	0.153743927	0.141157561	0.478967746	0.679018556	0.160485969	0.143238909	0.154040606	0.32581755	0.378161081
cg00279662	0.776928039	0.684147957	0.645600176	0.70798265	0.088098726	0.08621466	0.883793407	0.08446986	0.888763166	0.675262187	0.086913326	0.90136656	0.096130982	0.654211911	0.918363729	0.643323859	0.898176625	0.08656098	0.649611858
cg00293269	0.745603364	0.874720698	0.480657519	0.024681351	0.523296992	0.029644301	0.905020436	0.518761875	0.525259063	0.902441946	0.489422487	0.828170242	0.882472624	0.911604825	0.447847389	0.848620227	0.490994958	0.522314182	0.867513448
cg00293330	0.769986397	0.328787103	0.317727678	0.812537205	0.841036628	0.283979243	0.572149474	0.707490755	0.876938663	0.85565563	0.376222091	0.682692629	0.366580893	0.401351143	0.787639008	0.30098123	0.81032125	0.759701667	0.725410845
cg00308367	0.85547273	0.289477515	0.875910563	0.309464927	0.890751234	0.880039079	0.873967638	0.328824004	0.288302435	0.314495235	0.90074367	0.879745436	0.358023534	0.313905941	0.913555564	0.888508013	0.908096768	0.315092978	0.329414876
cg00321709	0.400591484	0.073061938	0.391278355	0.236617918	0.096799657	0.335799932	0.665256627	0.608604394	0.299580477	0.278106396	0.467192476	0.360236039	0.273371264	0.088706457	0.20818787	0.072785967	0.407083999	0.479093216	0.50452005
cg00322820	0.649153924	0.039485782	0.610990473	0.679306685	0.622596371	0.378255644	0.56405127	0.564878829	0.627352577	0.386306444	0.654966603	0.640734678	0.663630797	0.54964241	0.61377458	0.668897463	0.680497332	0.677119894	0.371139225
cg00324979	0.771610751	0.832992834	0.718598758	0.83421108	0.78898625	0.34342421	0.814799364	0.575067803	0.808973356	0.848043499	0.80145759	0.352441393	0.848623286	0.55339246	0.759975439	0.767936791	0.344252314	0.709356875	0.775349188
cg00325531	0.049346253	0.515264083	0.133573385	0.08842434	0.042102671	0.171832212	0.076654694	0.092513857	0.583693141	0.587349927	0.042168225	0.032675147	0.169038596	0.054681877	0.250655678	0.03937768	0.049879204	0.208918196	0.091262928
cg00328582	0.055302401	0.30224224	0.044968116	0.360649097	0.036971282	0.051548171	0.043862334	0.329793762	0.353323019	0.292594091	0.037551981	0.032653803	0.375734792	0.394048773	0.037544704	0.036977582	0.037713546	0.2873402	0.288676639
cg00333335	0.364258346	0.88970742	0.047899247	0.497614137	0.405275529	0.799127884	0.892317871	0.805606486	0.880852898	0.807920682	0.475528271	0.485264542	0.470978734	0.466846389	0.456594908	0.799194565	0.841617068	0.470304473	0.045164114
cg00337921	0.042726638	0.574045642	0.068038908	0.511774539	0.063599358	0.053193452	0.080504436	0.502290052	0.5263444	0.576467139	0.057126478	0.065315233	0.547353094	0.241534288	0.062987075	0.065850688	0.060387141	0.599806008	0.552415338
cg00343163	0.899323277	0.336590624	0.903209737	0.366592758	0.8910895	0.866356387	0.898228518	0.351477015	0.36589362	0.380986937	0.896384571	0.911150648	0.369446111	0.488236153	0.905589013	0.895368874	0.894225237	0.380916046	0.380501554
cg00345083	0.449011069	0.030134885	0.821739518	0.453164808	0.456917471	0.415499447	0.043084992	0.035799198	0.024523288	0.848267884	0.4747312	0.88057884	0.455786594	0.45713783	0.45397851	0.45313962	0.451892654	0.391561189	0.038217131
cg00366603	0.841059418	0.876746248	0.492497097	0.496529742	0.887977287	0.876940024	0.492973707	0.491582288	0.869066931	0.520200039	0.493564488	0.857089672	0.923807478	0.73055092	0.500736825	0.49837272	0.023563996	0.917004686	0.88468977
cg00373606	0.027602029	0.434582653	0.028861425	0.457282456	0.034361402	0.026345392	0.029536638	0.422214698	0.41456975	0.435284085	0.022793766	0.028668618	0.422369779	0.509718465	0.02548834	0.0301693	0.026205626	0.413492565	0.418623228
cg00380985	0.053353232	0.526034001	0.034036237	0.515584548	0.032868845	0.032799076	0.265072473	0.497324731	0.531560025	0.539538768	0.025007078	0.031272115	0.525613565	0.52881764	0.025885885	0.029939118	0.029412877	0.5543571	0.506427388
cg00391044	0.082931951	0.378320514	0.062446859	0.370030332	0.063298019	0.063046587	0.072588499	0.393622224	0.345097557	0.42185554	0.051292209	0.053969712	0.448740395	0.365886734	0.0417607	0.055719668	0.056271262	0.39533622	0.349533481
cg00399450	0.031315593	0.478694129	0.027109635	0.487462536	0.024375707	0.029450168	0.028358693	0.476914165	0.489512564	0.548468249	0.021276419	0.024407829	0.540300286	0.519631692	0.024430916	0.025680595	0.025213902	0.52171962	0.505716535
cg00409000	0.052852691	0.526010309	0.055787414	0.476390297	0.05861269	0.055113821	0.068878994	0.530427404	0.465329542	0.508893151	0.050921056	0.059782366	0.565497777	0.494068938	0.056546686	0.053426194	0.063897615	0.492595354	0.420747066
cg00409995	0.509530543	0.324502653	0.382407525	0.359402957	0.591082538	0.574723951	0.875042839	0.331111818	0.393096053	0.336756365	0.244784557	0.399030018	0.0256314	0.607999278	0.305977403	0.60330025	0.602545284	0.035599309	0.303392081
cg00413734	0.437214347	0.488661952	0.829842063	0.465052351	0.470875682	0.477193239	0.88627636	0.465922045	0.845697498	0.502101761	0.904522856	0.78493418	0.888460778	0.90829755	0.869905122	0.024075731	0.030321836	0.898571149	0.022968573
cg00421199	0.364231968	0.510616183	0.566485847	0.394509692	0.66997628	0.416646993	0.035264747	0.363266745	0.446489714	0.565245734	0.386566366	0.599567118	0.443556532	0.295254178	0.272803257	0.666194387	0.744501938	0.364166394	0.336165457
cg00424152	0.777237575	0.429735788	0.827807216	0.749566819	0.803493052	0.460963924	0.862668729	0.4593021	0.746092141	0.45192559	0.843793372	0.488852972	0.779452412	0.857722963	0.470790193	0.758405373	0.755462132	0.433863935	0.807200085
cg00426668	0.584389266	0.459055156	0.859092917	0.439196826	0.84037661	0.812824669	0.887006927	0.499109908	0.480073684	0.428401207	0.872371825	0.871778814	0.45858842	0.437688327	0.808511479	0.826123023	0.853153556	0.422448083	0.457950926
cg00428012	0.088366243	0.43767178	0.068659398	0.429351885	0.081305456	0.065215103	0.077976616	0.392417661	0.413008365	0.438830132	0.056574974	0.088380966	0.458656855	0.378560015	0.052454923	0.062697491	0.059243544	0.417380695	0.4189967
cg00433220	0.038345452	0.464093265	0.050637242	0.512394511	0.049234748	0.049736244	0.055063812	0.551804742	0.430918888	0.496332963	0.048004083	0.060930778	0.464040209	0.307169829	0.056748201	0.055579618	0.056209103	0.542737075	0.515237536
cg00436712	0.352619707	0.462934786	0.833472916	0.508381287	0.830858944	0.828725302	0.180549692	0.48605137	0.473361601	0.418943396	0.846953017	0.818025187	0.444192848	0.625662133	0.699124678	0.848259576	0.837604192	0.444301705	0.457350164
cg00438499	0.032932235	0.322723155	0.033145092	0.364538671	0.041232508	0.030306973	0.030977636	0.319059047	0.333964079	0.372832402	0.025403092	0.031590572	0.397848004	0.460010099	0.025441586	0.026049703	0.030093535	0.322383231	0.38653316
cg00439656	0.880289106	0.840577756	0.423345414	0.45097484	0.844085178	0.805383465	0.040034092	0.448906535	0.032433429	0.872252669	0.466491814	0.861988751	0.025818176	0.024302441	0.872915878	0.867220724	0.867064581	0.860094331	0.900591502
cg00443543	0.430758745	0.868122289	0.835770645	0.85972201	0.846712565	0.885266601	0.863603807	0.477049345	0.849716207	0.865764637	0.902226861	0.481970225	0.472047175	0.773590821	0.874981554	0.849956803	0.467290432	0.497069218	0.856718729
cg00446855	0.127861119	0.528374402	0.172376157	0.484257568	0.208705192	0.206071939	0.186153124	0.487801007	0.425599646	0.552416481	0.152918752	0.229136531	0.462242321	0.477832015	0.154807232	0.170341503	0.205372054	0.459081809	0.412660822
cg00456343	0.79969356	0.746414572	0.742178144	0.784612327	0.690039759	0.7624316	0.780102314	0.113468372	0.672473896	0.800957293	0.810877784	0.117237232	0.762344519	0.813391203	0.704321822	0.149884663	0.77854258	0.139287633	0.186164532
cg00458505	0.045119792	0.408763813	0.0387647	0.395008559	0.032963972	0.039135431	0.039275632	0.355142837	0.392139367	0.333014394	0.032293297	0.029042918	0.362452604	0.375466535	0.028641956	0.033074738	0.031249807	0.326242796	0.353709839
cg00466309	0.022440202	0.454907463	0.02002087	0.524271459	0.02162963	0.013507952	0.015124933	0.498927937	0.486440631	0.54613315	0.015832655	0.014522572	0.569731299	0.553865507	0.01400576	0.016045398	0.012616193	0.555825966	0.549716597
cg00474373	0.893609746	0.517861009	0.51272782	0.929586111	0.93505871	0.498868753	0.513977257	0.028106066	0.514160184	0.519803353	0.030075167	0.928641298	0.534572745	0.916291095	0.922586638	0.022924048	0.485834302	0.935480313	0.922700339
cg00478198	0.103545889	0.499671887	0.092620428	0.535007567	0.10673394	0.136564652	0.109582389	0.534464316	0.530673457	0.54486675	0.05234794	0.08742801	0.518246719	0.490417036	0.054482666	0.080044985	0.060744887	0.527185915	0.468191262
cg00488012	0.913627331	0.90365652	0.306553032	0.907662904	0.910541239	0.925139496	0.924262433	0.307338939	0.323106421	0.901639204	0.925384776	0.911218944	0.923131128	0.936171902	0.922066732	0.908381321	0.343655705	0.897557587	0.893413962
cg00489183	0.73989838	0.430359253	0.763487309	0.733705525	0.437871072	0.716342606	0.893555935	0.796169221	0.683393031	0.815584855	0.716944739	0.782038551	0.76915188	0.556743055	0.825856447	0.693618884	0.69931377	0.034653976	0.829664495
cg00504583	0.251383481	0.544635275	0.230331692	0.568776035	0.22593994	0.201121064	0.066302705	0.490628651	0.524836929	0.520083955	0.223896785	0.11840757	0.567127683	0.372371045	0.185653437	0.209497198	0.323410538	0.570697836	0.523707797
cg00532122	0.610286011	0.052061876	0.623329712	0.041565247	0.058651963	0.052190487	0.056854724	0.922508411	0.919973471	0.672785969	0.054064502	0.062239054	0.064647215	0.63981497	0.577218393	0.675865128	0.061687856	0.652877485	0.704386915
cg00540941	0.411414686	0.027642067	0.439063074	0.77450668	0.780974001	0.843887241	0.060745748	0.762198278	0.769175452	0.452828062	0.80698103	0.438684377	0.775000843	0.679842812	0.479748113	0.715184918	0.463777509	0.752569468	0.761132406
cg00543493	0.682207639	0.292870422	0.690503012	0.308251081	0.710992717	0.766304966	0.639177617	0.67413032	0.352379643	0.3215486	0.757903706	0.748351448	0.375596905	0.31322384	0.725987095	0.727160804	0.727557081	0.305500143	0.335735754
cg00545199	0.88092335	0.879410735	0.895679352	0.899519347	0.658557185	0.865371487	0.893054742	0.652552559	0.679680143	0.910718338	0.628169627	0.654830243	0.11335844	0.919043512	0.928792003	0.902357931	0.924663713	0.639010622	0.644947359
cg00546757	0.043653826	0.565538177	0.902070757	0.888299777	0.870286602	0.885311898	0.547827205	0.61507109	0.533909842	0.565110382	0.923110723	0.898465906	0.886978221	0.516811808	0.919845301	0.04084376	0.548404599	0.481396681	0.899144394
cg00553601	0.708732829	0.311003844	0.750724064	0.757109826	0.781377858	0.773097434	0.923083239	0.669961369	0.542076189	0.673522726	0.388111008	0.81557013	0.480630026	0.903243193	0.048949007	0.532850421	0.842859843	0.763344845	0.619411126
cg00575851	0.052072975	0.403021242	0.041036603	0.408766513	0.032849351	0.046594255	0.039776353	0.425456755	0.415343572	0.411111007	0.033405955	0.033119315	0.442942817	0.40324318	0.035366344	0.037245398	0.034834895	0.405516862	0.401675469
cg00576139	0.817140912	0.357000766	0.833976488	0.382738747	0.732426805	0.771665154	0.896187814	0.361674992	0.380299294	0.34873607	0.7850399	0.841642318	0.386989547	0.322145196	0.864067912	0.793748686	0.750445262	0.294708323	0.384292494
cg00581583	0.044937584	0.364298442	0.041471585	0.369783487	0.041981767	0.05814528	0.037697961	0.383271561	0.368708013	0.397828482	0.03518681	0.047217236	0.376546812	0.244530529	0.030147071	0.045037425	0.047685839	0.416411425	0.414216184
cg00583618	0.017760407	0.477104306	0.017837256	0.494736374	0.017660931	0.018890229	0.021081195	0.507524732	0.449377715	0.535165006	0.016678845	0.019634298	0.511179901	0.454349617	0.018214804	0.017067176	0.018931962	0.500256641	0.501025952
cg00598125	0.394929202	0.045748872	0.357207771	0.303870706	0.058362373	0.274018184	0.043746149	0.435639134	0.043755214	0.703233335	0.376217866	0.267857648	0.698836722	0.043072024	0.634149307	0.530482382	0.712983974	0.26898865	0.271192112
cg00599377	0.884494485	0.303961774	0.879810388	0.292588853	0.884276817	0.870753117	0.830014786	0.326729355	0.318483904	0.298115716	0.874564445	0.876313804	0.342291903	0.307909173	0.862723762	0.883801112	0.882163193	0.293978213	0.34721874
cg00602930	0.848068436	0.059252674	0.497607565	0.819226232	0.492414808	0.484181369	0.076841285	0.803628053	0.759377655	0.818351194	0.523590794	0.899409543	0.780110421	0.537058178	0.549867527	0.829041967	0.044650788	0.872957479	0.856824264
cg00603890	0.047040066	0.473403767	0.049104726	0.507039534	0.04288679	0.053206739	0.050507594	0.373172786	0.507054401	0.478847052	0.0454001	0.044765532	0.440779834	0.309129261	0.049687685	0.053753317	0.047551188	0.504391654	0.502895175
