	AMZ01	AMZ02	AMZ03	AMZ04	AMZ06	AMZ07	AMZ08	AMZ09	AMZ10	AMZ11	AMZ12	AMZ13	AMZ14	AMZ15	AMZ16	AMZ17	AMZ18	AMZ19	AMZ20
cg00045070	0.557920277	0.578103238	0.049866518	0.617588141	0.873717052	0.052733451	0.856233784	0.588961863	0.859464828	0.660614258	0.577097217	0.871991968	0.868175456	0.57378234	0.066166341	0.599574017	0.865128584	0.565422084	0.07109963
cg00046099	0.10550852	0.537958281	0.150161999	0.560945076	0.093108833	0.050917033	0.127337427	0.63358765	0.55739032	0.710231004	0.052380702	0.102875504	0.661724235	0.621073771	0.103204114	0.091547896	0.101290345	0.61585543	0.665506649
cg00055165	0.079720832	0.494071422	0.055658026	0.588939345	0.058241725	0.042065668	0.049751479	0.510731605	0.626660713	0.676706395	0.053175348	0.056242832	0.769160735	0.627275918	0.061877461	0.038101022	0.051070421	0.511388459	0.506973821
cg00063477	0.910793706	0.300407867	0.914033369	0.275446367	0.913077345	0.929506035	0.910787376	0.289791543	0.312005421	0.308660004	0.925900447	0.929401557	0.304639151	0.502330737	0.925077275	0.930453569	0.929409219	0.30206883	0.308133964
cg00069771	0.894794821	0.078062277	0.911409188	0.074149012	0.919625668	0.884098232	0.913029139	0.927010154	0.621217536	0.61077828	0.91769091	0.917938375	0.930905115	0.900093468	0.060718239	0.912371642	0.901387129	0.911457995	0.900208424
cg00076400	0.024761854	0.364555943	0.020305639	0.406195476	0.021590985	0.018551886	0.035864778	0.372115702	0.34271812	0.488128916	0.030040924	0.017811813	0.411092859	0.393445342	0.040306773	0.016051728	0.022905613	0.323295683	0.27146389
cg00079479	0.02551675	0.386931608	0.023883021	0.426295842	0.030433604	0.027854112	0.025325404	0.324909382	0.541704965	0.490526643	0.020231086	0.023346387	0.456014269	0.283724143	0.02313296	0.025339215	0.021572819	0.272171848	0.195341393
cg00106757	0.465189722	0.919805912	0.909267176	0.5194964	0.470466778	0.918697214	0.913257645	0.931110287	0.460113649	0.927681442	0.471098524	0.929584078	0.931766665	0.931889677	0.929877104	0.936393884	0.931292886	0.933772992	0.931109915
cg00112256	0.033489086	0.541487709	0.031336244	0.555418994	0.034540431	0.037764606	0.029819323	0.526002663	0.599909869	0.643229728	0.030553465	0.026894567	0.644745337	0.567892799	0.029432776	0.037761189	0.028871339	0.546402572	0.485835998
cg00113623	0.050315191	0.51309352	0.049261489	0.559982334	0.055356155	0.049340122	0.066633967	0.498297003	0.618959757	0.61554815	0.042756396	0.040696998	0.665761064	0.576024652	0.040244617	0.033476786	0.038973768	0.549611291	0.545014615
cg00114625	0.042457603	0.536683421	0.042006793	0.598621878	0.03896449	0.046486963	0.041569041	0.500299806	0.660344055	0.727338086	0.045292016	0.038620144	0.631016975	0.513188806	0.039408035	0.049858401	0.047701487	0.566073912	0.488861496
cg00114913	0.042385651	0.390735009	0.045386969	0.407347011	0.039447372	0.039059016	0.040875817	0.398824354	0.387552502	0.419318033	0.040246483	0.03844222	0.461175902	0.404607123	0.041118044	0.040261533	0.041723533	0.479351956	0.429687252
cg00116709	0.038526494	0.509809945	0.044970642	0.521551025	0.036531617	0.037263781	0.036498469	0.498940616	0.549078977	0.591611563	0.036020811	0.035743092	0.54680429	0.525813495	0.034120024	0.038791768	0.04163168	0.545738505	0.536089209
cg00122779	0.716529811	0.796210128	0.656366138	0.38636797	0.708924037	0.678023704	0.29583316	0.380269416	0.867630123	0.026069181	0.389249073	0.409035478	0.722386018	0.782286974	0.480012977	0.41216083	0.026640521	0.726217622	0.727567868
cg00123214	0.394079146	0.426236955	0.658112963	0.703740361	0.406218093	0.412217815	0.624911721	0.650815542	0.455658085	0.775223688	0.381746965	0.028525825	0.027888398	0.601654109	0.447023685	0.642697077	0.408141134	0.025909157	0.383200552
cg00124902	0.350310558	0.679461382	0.698044681	0.338907741	0.694039614	0.375633382	0.016765038	0.304242923	0.358807424	0.670461423	0.514929687	0.381112472	0.379367887	0.318487237	0.339246305	0.629051123	0.017600246	0.015983219	0.383158575
cg00139317	0.027583159	0.511899972	0.030668179	0.548087481	0.027139794	0.026149408	0.027982988	0.521509726	0.55267235	0.577411665	0.024419452	0.025832783	0.556567225	0.527612728	0.027026607	0.029139763	0.028902477	0.562312626	0.555958055
cg00145348	0.02177859	0.384996458	0.030679495	0.368346316	0.027746983	0.034203014	0.026992765	0.351468329	0.416622923	0.446224243	0.02430629	0.021271912	0.400578989	0.355615012	0.021039469	0.024332925	0.02477207	0.41497912	0.306981406
cg00150363	0.149574405	0.658425534	0.1542756	0.640922141	0.169125411	0.102140018	0.127669092	0.709173346	0.616644032	0.634765608	0.142791278	0.148842263	0.677567396	0.67125881	0.105217898	0.131582492	0.127822138	0.552675749	0.642332895
cg00151234	0.058630294	0.351845035	0.035203496	0.45589266	0.04664073	0.033754983	0.048378904	0.456723856	0.438220127	0.576671537	0.043025755	0.058137779	0.469728927	0.4198623	0.068377659	0.04526538	0.071900862	0.349309967	0.478868829
cg00151744	0.518669624	0.929144128	0.509885658	0.936157546	0.482949554	0.640699756	0.559281275	0.933222673	0.951720313	0.944524194	0.659898614	0.676427706	0.947264542	0.915196064	0.577833703	0.576385814	0.552065847	0.941085808	0.930291495
cg00157199	0.274565534	0.582638445	0.106385292	0.803073246	0.28478391	0.505955598	0.735758217	0.884273501	0.769064954	0.682747166	0.131485073	0.452842666	0.659936896	0.201372724	0.241548405	0.098291299	0.180409306	0.419279024	0.341305852
cg00161838	0.509229373	0.90140713	0.844293757	0.847971091	0.897650951	0.859612823	0.848180264	0.86642823	0.02354052	0.472830024	0.872241824	0.467027452	0.84788878	0.473630917	0.441904268	0.867156387	0.778244199	0.884107088	0.906768759
cg00167628	0.831210308	0.469002894	0.483767503	0.851826894	0.821463466	0.787516298	0.839573693	0.822260997	0.912642377	0.919264693	0.514897498	0.888725535	0.89004639	0.509219949	0.896400892	0.829969496	0.038136327	0.049232481	0.816829956
cg00179446	0.040454521	0.445401871	0.051938957	0.506437644	0.045570547	0.041141979	0.048165034	0.529059167	0.490475399	0.448104109	0.043151412	0.052010973	0.565910622	0.436229543	0.042412923	0.046306449	0.048055758	0.401022141	0.464429288
cg00185248	0.044538383	0.320907888	0.047496779	0.364087299	0.052145619	0.052730824	0.041199876	0.403559443	0.369850556	0.448490571	0.056728787	0.049342678	0.451468794	0.35592561	0.041014959	0.046247173	0.047477883	0.317099298	0.425804787
cg00187672	0.778246585	0.419454395	0.677883568	0.425126721	0.712121168	0.705386158	0.723468588	0.411896273	0.398398202	0.350624659	0.719635513	0.724112678	0.458379021	0.463454593	0.702115151	0.737587726	0.364356342	0.465696689	0.465651175
cg00191758	0.07263327	0.503221377	0.060056392	0.527009673	0.069099972	0.086442102	0.064584255	0.489654651	0.558812761	0.593347094	0.092044317	0.07372849	0.582092969	0.518756199	0.088821137	0.088769302	0.08738213	0.516578662	0.490854783
cg00192980	0.039530934	0.555453469	0.035873986	0.559032268	0.037468264	0.038439994	0.034454423	0.475313346	0.580002801	0.605660606	0.031048818	0.034779897	0.626501399	0.532903642	0.034100363	0.04141082	0.034034973	0.558972279	0.5315074
cg00200463	0.022646969	0.507204492	0.018730059	0.538846445	0.021540531	0.022321789	0.025270548	0.550732445	0.591489095	0.568042083	0.017596018	0.017330682	0.656909929	0.525329527	0.017245328	0.019358269	0.020449947	0.53822577	0.554173952
cg00212031	0.017565181	0.487472679	0.016232762	0.492113082	0.017731487	0.032121127	0.081568885	0.492069572	0.472950715	0.470106483	0.015390405	0.012095953	0.465221081	0.174648593	0.01339796	0.012379139	0.028700545	0.519656207	0.521695747
cg00213748	0.696505252	0.49497622	0.769623988	0.493347139	0.805470097	0.78061251	0.795922934	0.510763228	0.496861818	0.480685781	0.83123722	0.815902526	0.492382092	0.499411147	0.831221078	0.819515457	0.822449836	0.492749746	0.489916899
cg00213853	0.030165596	0.370625376	0.032057414	0.434708914	0.030078558	0.032397265	0.026846024	0.422074614	0.433330437	0.460117961	0.025401278	0.025554137	0.449466845	0.396857129	0.031174501	0.03327932	0.027126827	0.412357731	0.446411899
cg00214611	0.050750156	0.5186639	0.049755623	0.505074902	0.044810149	0.052472012	0.04915741	0.510867351	0.489113545	0.521275822	0.04537324	0.060020001	0.494739511	0.45053348	0.049470476	0.046490958	0.045565187	0.490223368	0.513618352
cg00218628	0.357612194	0.37321028	0.382074826	0.381221755	0.402406017	0.690881431	0.37320433	0.719418381	0.649847987	0.0231153	0.383672068	0.371047879	0.018058346	0.033211178	0.351639574	0.718866725	0.021013149	0.381852085	0.720228115
cg00227584	0.07832925	0.355160321	0.048186726	0.46093906	0.070682941	0.049464817	0.062055529	0.430788747	0.460897384	0.514785641	0.049659425	0.084707253	0.473229415	0.480661335	0.076727195	0.067927262	0.06894997	0.457188413	0.44450179
cg00230370	0.042950832	0.425185645	0.027292383	0.484336492	0.044236156	0.039051018	0.037852762	0.497887205	0.548424591	0.516062045	0.038000971	0.038673629	0.547126017	0.474042424	0.025997229	0.03172713	0.032812609	0.376350339	0.466484159
cg00230685	0.032511755	0.393594727	0.033805296	0.412188203	0.025417182	0.032185525	0.029351016	0.406832468	0.479864842	0.494224005	0.023688408	0.022994681	0.496425999	0.408432794	0.020158474	0.025658105	0.028775259	0.411964565	0.390379932
cg00240113	0.025235213	0.498246603	0.019382383	0.492019023	0.02646769	0.021345136	0.110835568	0.4888831	0.513795147	0.512419656	0.021455472	0.017515641	0.52634741	0.502422006	0.019559982	0.017674101	0.024740512	0.473929141	0.344256839
cg00243527	0.462853387	0.038186363	0.435638673	0.43354499	0.825178888	0.840902766	0.04214989	0.831493597	0.463621998	0.035496519	0.473069543	0.467823663	0.459557659	0.820557765	0.47735644	0.472855132	0.472433657	0.049032079	0.0479495
cg00245012	0.045273624	0.477238141	0.042489749	0.42301859	0.054826807	0.043176368	0.047858953	0.45583247	0.449587629	0.502983009	0.040959555	0.042000953	0.545311471	0.40484828	0.03596027	0.038770918	0.043867143	0.351569068	0.501343109
cg00247094	0.040109669	0.032434929	0.49346241	0.046039203	0.519553982	0.51697164	0.933945812	0.914215575	0.940624722	0.524420252	0.928781223	0.922848618	0.936811197	0.081658998	0.521928192	0.902958847	0.534895868	0.528340817	0.521372347
cg00253811	0.036890213	0.32716723	0.041980308	0.419664319	0.04984772	0.048819795	0.037561162	0.461740272	0.398895631	0.526850221	0.037370917	0.044313405	0.481794413	0.399234442	0.033023832	0.048184691	0.04282434	0.402160581	0.351693583
cg00254095	0.059784955	0.823898204	0.602879193	0.488549523	0.058724149	0.037924247	0.835694488	0.897867125	0.783378416	0.524442324	0.524762189	0.871318994	0.871596544	0.88133477	0.464373308	0.582851287	0.570713066	0.509888084	0.053985049
cg00256329	0.262600911	0.889564296	0.8992334	0.931190008	0.890674847	0.29353864	0.301071235	0.292779749	0.950667163	0.279371806	0.908300014	0.924628858	0.93800497	0.859056588	0.294507245	0.921787423	0.292972475	0.924672517	0.300243312
cg00257789	0.034159884	0.864187254	0.570777493	0.486751533	0.035433025	0.040139778	0.030882059	0.848631948	0.550351267	0.504381719	0.034768529	0.596681614	0.908958094	0.826349745	0.581004695	0.02587933	0.585293489	0.517903149	0.870401407
cg00258480	0.074054031	0.360763426	0.059182843	0.457911809	0.069433992	0.087702704	0.077170423	0.357200166	0.539175508	0.481059404	0.063662232	0.074611804	0.368384643	0.447483039	0.057944638	0.056561151	0.068041047	0.525471914	0.45805743
cg00265812	0.04107966	0.519010268	0.042779462	0.551716468	0.039976583	0.04631907	0.040680079	0.525981489	0.564462443	0.654280607	0.034972763	0.039056642	0.590613434	0.489839291	0.039673384	0.04137891	0.036198072	0.495253069	0.485744226
cg00271873	0.763469418	0.307071373	0.750828976	0.319850133	0.787380042	0.725748556	0.837609971	0.290168154	0.299057802	0.322788178	0.820743668	0.828585967	0.308773795	0.492266012	0.768882374	0.793879023	0.828004785	0.283172546	0.318752857
cg00276426	0.126578769	0.469113096	0.159505255	0.46923235	0.181732545	0.141771258	0.158561127	0.483756275	0.596986885	0.542322846	0.1723646	0.207157986	0.587539054	0.374953051	0.207691681	0.187436381	0.148185638	0.53715106	0.671134281
cg00279662	0.85608473	0.551532196	0.60070731	0.626973861	0.090956629	0.05795898	0.866961476	0.079661706	0.880719391	0.639480219	0.106018301	0.876444216	0.067845305	0.688298753	0.884592294	0.669157968	0.884300804	0.084975998	0.644027849
cg00293269	0.850309153	0.882247973	0.480924414	0.029013747	0.49163931	0.026772764	0.729471212	0.449427982	0.545682957	0.923630777	0.477421352	0.85897949	0.877877098	0.877860406	0.520936557	0.878996644	0.524064352	0.547472996	0.930335945
cg00293330	0.637371462	0.289965125	0.300919932	0.877126558	0.911606759	0.301583695	0.783763784	0.863819994	0.794060086	0.907111433	0.313969437	0.810709877	0.323118053	0.745975775	0.831011205	0.288794022	0.840621821	0.833721336	0.900556824
cg00308367	0.888275804	0.298498129	0.890952719	0.261332413	0.883806763	0.916975283	0.880648448	0.273724374	0.301930681	0.323085407	0.893274061	0.922453798	0.321711743	0.793678992	0.884916276	0.905956759	0.912982025	0.275866666	0.305496992
cg00321709	0.249643714	0.07179524	0.467883285	0.26165765	0.06082927	0.452449956	0.553886668	0.493748739	0.534070272	0.368697942	0.469483773	0.256253552	0.136437448	0.219586626	0.233787423	0.118919881	0.321146378	0.474963954	0.512303935
cg00322820	0.761463777	0.040162841	0.814625491	0.772833751	0.74911106	0.471254486	0.464529357	0.789903544	0.756272273	0.485921169	0.64936868	0.800260036	0.720800886	0.724547518	0.775186523	0.770440533	0.846235074	0.732911526	0.499738775
cg00324979	0.749157937	0.809046982	0.805374642	0.824184887	0.818899606	0.412555296	0.783057145	0.570320015	0.803884599	0.873854409	0.807888266	0.320391219	0.862956788	0.803625216	0.717165921	0.810736037	0.346131799	0.758115641	0.837287251
cg00325531	0.094326981	0.517162436	0.115110733	0.072192941	0.087033699	0.306682775	0.094846418	0.080934699	0.668110769	0.581430173	0.039889634	0.057873349	0.27346717	0.191162265	0.163078411	0.05165164	0.191189779	0.281798593	0.167802805
cg00328582	0.045001224	0.390773241	0.040618635	0.447569761	0.036961585	0.04422317	0.041898632	0.326002377	0.447280637	0.42507346	0.037776712	0.036822087	0.424602732	0.325686577	0.032517463	0.044205255	0.047865921	0.368534238	0.213923478
cg00333335	0.252595506	0.704509152	0.036465153	0.472617873	0.22173044	0.538769047	0.865476623	0.482448849	0.80738813	0.537121894	0.182207154	0.415532057	0.263689778	0.29674376	0.509320435	0.527647657	0.478101955	0.345968788	0.037425524
cg00337921	0.061382182	0.545855677	0.096354174	0.599749717	0.079214861	0.068621046	0.072369579	0.574466978	0.599745102	0.700535226	0.071382982	0.099478882	0.728828639	0.647737422	0.076858831	0.070126263	0.105774407	0.626700649	0.606577578
cg00343163	0.875290748	0.376607102	0.896105248	0.405459763	0.897117671	0.913512069	0.8896259	0.420053887	0.446017398	0.522876353	0.87390284	0.893585364	0.453025102	0.45393104	0.904682037	0.912645157	0.897063228	0.466667211	0.420772894
cg00345083	0.521463436	0.037181572	0.880922396	0.517202737	0.528378715	0.481185415	0.034034618	0.031928209	0.029943482	0.900331753	0.477924875	0.89882567	0.525681992	0.487007853	0.497081495	0.463451438	0.478014841	0.494612579	0.033268313
cg00366603	0.913382132	0.913802294	0.480580552	0.51259858	0.847928292	0.914343597	0.49541258	0.497858296	0.933835869	0.548895382	0.517369681	0.922447638	0.939819976	0.905845402	0.512809276	0.485809231	0.024688306	0.921427128	0.916981018
cg00373606	0.031175995	0.383234263	0.0277578	0.465990182	0.028697202	0.030255589	0.033891375	0.455462952	0.478575009	0.512784314	0.030085807	0.022356658	0.524718751	0.412538281	0.028466304	0.028531213	0.029257502	0.464115353	0.397656479
cg00380985	0.044812028	0.527839901	0.037240648	0.510750269	0.036815681	0.035886791	0.076755192	0.518960885	0.573330733	0.571823115	0.035993366	0.040156253	0.566952691	0.511868031	0.068954579	0.037096034	0.05522583	0.511447259	0.493224675
cg00391044	0.060452147	0.374859514	0.070113294	0.420856921	0.059333319	0.063093833	0.06085582	0.390304407	0.443773231	0.426651326	0.052823872	0.053856344	0.458150721	0.392878666	0.049488286	0.055411105	0.058126178	0.377123923	0.271692103
cg00399450	0.027561672	0.52013982	0.028128012	0.535784443	0.025427181	0.028560698	0.028892543	0.551377842	0.594383163	0.614149738	0.026073527	0.023441103	0.591352724	0.561931831	0.027453007	0.028072622	0.024765222	0.522185673	0.467044386
cg00409000	0.056683992	0.443762964	0.072187222	0.492298424	0.057041514	0.069343317	0.076999945	0.526802071	0.624392214	0.580322311	0.078234111	0.097376083	0.639960917	0.475717197	0.06907182	0.074260642	0.071193557	0.583425207	0.2167
cg00409995	0.816010489	0.457416555	0.478015858	0.461697966	0.871286601	0.858083294	0.856625518	0.463272513	0.464933534	0.477375908	0.477222709	0.479219996	0.024011547	0.846780235	0.478652559	0.82730766	0.876100213	0.033250626	0.482460551
cg00413734	0.499906389	0.457996409	0.857544707	0.47460418	0.465083234	0.448892023	0.86822184	0.455327184	0.929306829	0.504074005	0.852364952	0.873307587	0.877131621	0.844119167	0.916243449	0.027737024	0.018771425	0.834098355	0.025581212
cg00421199	0.488076136	0.887059907	0.866787738	0.459706553	0.848331036	0.503008322	0.034549165	0.506926892	0.536623034	0.909903137	0.857150927	0.861273704	0.523466497	0.875462884	0.525196511	0.850711158	0.896489224	0.504310831	0.489137978
cg00424152	0.842877352	0.491006478	0.810417713	0.82366353	0.848920988	0.475737926	0.885338786	0.467468426	0.862193183	0.498008312	0.828357793	0.467711682	0.844608159	0.817092057	0.494804443	0.834795542	0.837922435	0.470857826	0.766948042
cg00426668	0.844785724	0.485857945	0.862115461	0.464199708	0.854004594	0.810212716	0.878923921	0.550624576	0.445686767	0.467107176	0.804975044	0.803599881	0.419242226	0.419670435	0.888241228	0.81378638	0.812085915	0.387574107	0.377466902
cg00428012	0.069590973	0.390013971	0.07018459	0.470308267	0.090523948	0.07540569	0.066998807	0.443483012	0.475037729	0.517144431	0.070416826	0.064791715	0.50186042	0.437011925	0.054432177	0.066856706	0.067211692	0.423269911	0.462846612
cg00433220	0.061002569	0.433150287	0.059276208	0.455677921	0.069474778	0.040564559	0.06578552	0.464345491	0.522647548	0.523402177	0.062764761	0.055589742	0.548617487	0.514866688	0.047542626	0.058998814	0.068727339	0.516723738	0.494564555
cg00436712	0.735423804	0.480682953	0.802152045	0.538987677	0.737817752	0.779610225	0.730531046	0.433741003	0.352634216	0.427389105	0.764248484	0.784260962	0.416058138	0.443368648	0.660935542	0.813219812	0.781288338	0.484456984	0.218260179
cg00438499	0.027760854	0.368434895	0.030500348	0.379357872	0.034183156	0.027632656	0.027583206	0.349397339	0.447804495	0.452843569	0.028043531	0.021908502	0.444323617	0.380240317	0.026247145	0.027839981	0.0256986	0.430012716	0.294299168
cg00439656	0.890882	0.909393602	0.478951064	0.470573812	0.888968336	0.909288275	0.024761864	0.484837209	0.022382664	0.946881576	0.471313324	0.908680297	0.022143189	0.114875529	0.864392368	0.924933517	0.887793475	0.918938843	0.909090685
cg00443543	0.444847845	0.871922285	0.813359592	0.833868397	0.799088782	0.853223063	0.803902321	0.481328007	0.731689883	0.828569029	0.827760784	0.481540602	0.474661174	0.773083306	0.802396098	0.844648473	0.468191926	0.488016489	0.804025004
cg00446855	0.205251155	0.444453132	0.196863527	0.594428733	0.198698679	0.141782788	0.176866393	0.589128937	0.565998692	0.504294312	0.215351279	0.293643561	0.537631862	0.479852757	0.18372559	0.181865878	0.235473681	0.471912991	0.268721128
cg00456343	0.818113271	0.842078598	0.766450249	0.779532691	0.738704185	0.783763336	0.812888356	0.121161168	0.814987844	0.835589551	0.76569083	0.136125556	0.71943328	0.785012129	0.797138112	0.142141883	0.826623677	0.125731036	0.162319709
cg00458505	0.037260009	0.404914843	0.037990729	0.469201121	0.031570883	0.040916654	0.037543323	0.417848159	0.572606114	0.561926791	0.034639813	0.031221601	0.457891837	0.328469822	0.030396561	0.039380587	0.035009596	0.363627647	0.340555147
cg00466309	0.019543555	0.511335607	0.022271617	0.502891371	0.018021392	0.01633466	0.018247095	0.53412981	0.574936232	0.663756663	0.013661511	0.016716271	0.591891445	0.575142811	0.015315107	0.014259317	0.012996458	0.630708673	0.578288459
cg00474373	0.926061292	0.454286482	0.515014391	0.873862436	0.889270075	0.489201194	0.468442607	0.026142224	0.472362768	0.484617837	0.026272798	0.884871171	0.506244879	0.871616306	0.914249862	0.020701216	0.437675627	0.869138861	0.906084745
cg00478198	0.121286202	0.500363208	0.155365082	0.574339316	0.098002725	0.087101004	0.104050407	0.522281541	0.604004393	0.642230045	0.073826615	0.105474779	0.611826193	0.537388591	0.099585149	0.078646057	0.111701799	0.516822851	0.540904952
cg00488012	0.908373979	0.882475353	0.323253536	0.899270791	0.875150901	0.912535562	0.89672942	0.319143694	0.300900056	0.898498502	0.89327717	0.897426502	0.908575597	0.929553459	0.900235823	0.873948328	0.306450093	0.893692023	0.903736764
cg00489183	0.874260292	0.463633639	0.810705694	0.82826922	0.419934345	0.694222938	0.709621499	0.679880816	0.891070885	0.900147045	0.865394844	0.878395817	0.841606772	0.782646072	0.820423083	0.785829744	0.891477569	0.026477258	0.854764765
cg00504583	0.190655328	0.519420145	0.110108151	0.494829587	0.154244516	0.100807605	0.150398396	0.470559546	0.575024961	0.567064204	0.235049896	0.108982171	0.552497124	0.489233863	0.217930076	0.102848311	0.306890826	0.511182752	0.55635724
cg00532122	0.570825659	0.091020715	0.621494758	0.05194844	0.052989083	0.049362851	0.051462608	0.934284653	0.531034786	0.510869258	0.064025065	0.071165449	0.054470816	0.54957648	0.381381016	0.681017649	0.058939341	0.642079213	0.715250216
cg00540941	0.369388518	0.030444078	0.370903076	0.745172627	0.699285557	0.677567957	0.383930691	0.670933309	0.791649895	0.473544376	0.698993208	0.402876437	0.748922628	0.776858787	0.462469988	0.713684247	0.452817248	0.708672328	0.621967831
cg00543493	0.652153885	0.291272726	0.675509854	0.411398436	0.707896478	0.701665526	0.69660062	0.301494817	0.254652472	0.290457233	0.688324045	0.734099314	0.313859679	0.784242904	0.716132099	0.69434908	0.699382102	0.283766627	0.305077762
cg00545199	0.883628407	0.905553541	0.904545714	0.908303177	0.669112904	0.880731049	0.858404119	0.625375384	0.708807507	0.931620077	0.637886019	0.649863599	0.164418634	0.877739324	0.906679202	0.876563717	0.902197953	0.675159488	0.662583447
cg00546757	0.069706394	0.541469589	0.902739684	0.888609839	0.904980769	0.921145004	0.591005726	0.573799986	0.552421904	0.573305454	0.876921073	0.893754795	0.905271345	0.551819514	0.888181022	0.048017908	0.597951926	0.575861174	0.884378743
cg00553601	0.783560735	0.402658728	0.863847985	0.75541113	0.842764532	0.907337605	0.788916417	0.903814808	0.229381227	0.708441972	0.856847003	0.826629154	0.469095694	0.835766568	0.058112934	0.644373205	0.784836651	0.902073583	0.898548621
cg00575851	0.043570885	0.404957062	0.039226291	0.444851503	0.034849935	0.038646408	0.036228287	0.449792417	0.460927809	0.447891436	0.034426083	0.033874605	0.47659718	0.377048077	0.030016139	0.043331151	0.035838332	0.4022041	0.397238959
cg00576139	0.775915503	0.312720569	0.857655244	0.402957696	0.866515013	0.890038583	0.834151211	0.352089377	0.368196421	0.326884765	0.846243989	0.888177668	0.36373369	0.814301878	0.829671493	0.891696593	0.885677105	0.360559087	0.336744981
cg00581583	0.03364467	0.36779527	0.03439875	0.396260815	0.031586628	0.027332116	0.031472469	0.392066658	0.390748455	0.460403732	0.044484201	0.021052889	0.4526611	0.423408267	0.027655525	0.030585355	0.026489437	0.432494055	0.415566942
cg00583618	0.018830648	0.468777234	0.018331015	0.510543109	0.017894861	0.018107158	0.019638621	0.518513487	0.554511579	0.600727153	0.016870107	0.02375687	0.560412465	0.509863475	0.016865027	0.015416647	0.022766629	0.50582852	0.492354153
cg00598125	0.413114478	0.074154538	0.442952357	0.319286996	0.050292456	0.329672559	0.051544128	0.386566535	0.045024143	0.547937053	0.209220485	0.102095039	0.454661926	0.047584441	0.625929193	0.357332837	0.681536384	0.290982598	0.110853047
cg00599377	0.849489833	0.314301909	0.874408399	0.32099609	0.881781854	0.862768382	0.88700063	0.29767951	0.333564036	0.30840003	0.865578394	0.886205775	0.348090375	0.539518312	0.873067102	0.854494285	0.865814931	0.298037211	0.313212424
cg00602930	0.924016946	0.055684398	0.512898656	0.936727552	0.5032143	0.535978146	0.05728602	0.946774679	0.949024847	0.964072102	0.532369245	0.945534476	0.923438598	0.553524529	0.518845306	0.949213402	0.048859068	0.943095115	0.904376296
cg00603890	0.063462585	0.494982882	0.054019421	0.477438712	0.064782511	0.051332369	0.062193598	0.516892793	0.502339884	0.504372231	0.066566315	0.060273427	0.562074704	0.465523971	0.055256149	0.048072562	0.072741527	0.548444103	0.517181451
